drone_id,manufacturer,drone_model,missions,success_rate,avg_battery_health,avg_payload_utilization,downtime_hours,maintenance_cost_inr,revenue_inr,gross_margin_inr,missions_norm,success_rate_norm,avg_battery_health_norm,gross_margin_inr_norm,downtime_hours_norm,maintenance_cost_inr_norm,fleet_optimization_score
DRN-0441,DJI,Matrice 400,8,100.0,88.77125,14.4225,10.100000000000001,3453.66,125804.82,115838.39,0.5384615384201183,0.99999999999,0.6181995919544983,0.8497083722035051,0.8801897983406858,0.8294146033301593,77.67767078369819
DRN-0604,DJI,Mavic 3 Enterprise,14,92.85714285714286,88.4407142857143,42.66857142857143,83.0,20245.93,155885.46,136761.0,0.9999999999230769,0.9285714285621428,0.6069607033358494,0.9999999999999929,0.015421115076922676,4.9404924595819466e-14,77.47290741293756
DRN-0547,DJI,Mavic 3 Enterprise,10,80.0,91.944,23.661,15.1,5440.24,115812.41,102985.0,0.6923076922544379,0.799999999992,0.7260795647491983,0.7573796949589788,0.8208778173212232,0.7312921658822424,75.21171867920195
DRN-0182,DJI,Mavic 3 Enterprise,9,88.88888888888889,87.37888888888888,42.352222222222224,4.0,8432.7,108387.09,97072.22,0.6153846153372781,0.88888888888,0.5708564735912283,0.7149069188090378,0.95255041518443,0.5834866563304534,72.9107605189777
DRN-0183,DJI,Mavic 3 Enterprise,7,100.0,89.22714285714287,11.328571428571427,3.4,1921.81,91978.11,84488.89,0.4615384615029586,0.99999999999,0.633700879174062,0.6245181408888654,0.9596678529067655,0.9050767240625693,72.6563996920927
DRN-0133,Custom,ArduPilot Agro Hexa,7,100.0,91.35142857142857,22.054285714285715,21.1,4175.52,101990.88,94710.26000000001,0.4615384615029586,0.99999999999,0.7059309272602053,0.6979404498460264,0.7497034400978683,0.7937600297936527,72.55206899309454
DRN-0596,Custom,PX4 Surveyor X8,8,100.0,91.38625,41.1625,24.0,5368.94,93636.95,83555.54,0.5384615384201183,0.99999999999,0.7071149268715705,0.6178136861958872,0.7153024911065801,0.7348138613538754,72.25163030507943
DRN-0498,Custom,PX4 Surveyor X8,7,85.71428571428571,92.93714285714285,19.104285714285716,1.2,1375.69,97753.59,89382.11,0.4615384615029586,0.8571428571342856,0.7598484480239033,0.659667197290831,0.985765124555329,0.9320510344548296,72.07601004993371
DRN-0540,Custom,PX4 Surveyor X8,6,100.0,93.35166666666667,16.50166666666667,21.6,2169.65,102623.82999999999,94019.38,0.3846153845857988,0.99999999999,0.7739431032265464,0.6929777095467982,0.7437722419959221,0.8928352513320014,71.98598403034838
DRN-0127,Custom,PX4 Surveyor X8,6,100.0,90.18666666666667,11.498333333333335,10.3,2606.5,103313.70000000001,96218.71,0.3846153845857988,0.99999999999,0.6663266462427861,0.7087759720848682,0.8778173190999072,0.8712580750797878,71.92026731613214
DRN-0189,Custom,ArduPilot Agro Hexa,8,87.5,87.305,16.21,6.6,1439.38,105243.97,95915.23,0.5384615384201183,0.87499999999125,0.568344100626714,0.7065960096803843,0.9217081850543095,0.9289052169991732,71.85522809883157
DRN-0315,DJI,Mavic 3 Enterprise,7,100.0,88.97142857142856,26.35,18.7,1445.0,98446.55,91536.02,0.4615384615029586,0.99999999999,0.6250060717716271,0.6751391981562648,0.7781731909872103,0.9286276303434849,71.8412066386132
DRN-0449,Custom,ArduPilot Agro Hexa,7,100.0,88.47428571428573,20.802857142857142,17.6,1893.75,97631.93000000001,89964.79999999999,0.4615384615029586,0.99999999999,0.6081022003970631,0.6638527854464548,0.791221826811492,0.9064626816352765,71.38158192850031
DRN-0425,DJI,Mavic 3 Enterprise,9,100.0,92.03888888888889,25.557777777777776,46.7,7320.879999999999,94956.41,83779.61,0.6153846153372781,0.99999999999,0.7293059805562593,0.6194232294144608,0.4460260972782203,0.6384023850719805,71.36494257795717
DRN-0259,Autel,EVO II Enterprise V3,7,100.0,89.14285714285714,34.83714285714286,0.0,0.0,77897.04,69389.74,0.4615384615029586,0.99999999999,0.6308349929352705,0.5160576843854302,1.0,1.0,71.32214011906163
DRN-0267,Custom,PX4 Surveyor X8,5,100.0,91.36800000000001,24.918,0.0,0.0,95835.7,87650.14,0.30769230766863903,0.99999999999,0.7064943896393578,0.647226082602239,1.0,1.0,71.23424518810113
DRN-0622,Autel,EVO II Enterprise V3,8,87.5,86.98375,27.33625,14.9,2149.55,108202.02,99959.73999999999,0.5384615384201183,0.87499999999125,0.5574209452377619,0.7356485987951826,0.8232502965620018,0.8938280434635557,71.11246779769208
DRN-0662,DJI,Matrice 400,8,100.0,91.00125,15.286249999999999,18.0,4797.58,83672.85999999999,70809.13,0.5384615384201183,0.99999999999,0.6940241414248886,0.5262534694035544,0.786476868329935,0.763034842064565,71.07691286331955
DRN-0688,Custom,PX4 Surveyor X8,8,87.5,92.8625,34.205,10.3,4912.41,86267.52,78340.16,0.5384615384201183,0.87499999999125,0.7573104386005673,0.5803504849137696,0.8778173190999072,0.7573630848274316,70.86819335270434
DRN-0623,Autel,EVO II Enterprise V3,6,100.0,94.60166666666667,20.845000000000002,0.0,0.0,64419.15,57750.850000000006,0.3846153845857988,0.99999999999,0.8164456533781104,0.43245302302414385,1.0,1.0,70.5111298755495
DRN-0633,DJI,Mavic 3 Enterprise,7,100.0,91.32142857142857,28.455714285714286,24.3,4932.110000000001,92143.69,84481.28,0.4615384615029586,0.99999999999,0.7049108660565677,0.6244634766147843,0.7117437722454123,0.7563900497532217,70.50078203168839
DRN-0368,DJI,Mavic 3 Enterprise,8,87.5,89.19624999999999,22.295,21.5,5604.72,107905.82,98973.6,0.5384615384201183,0.87499999999125,0.6326504590060299,0.7285649421273374,0.7449584816163113,0.72316806390224,70.46301932359572
DRN-0615,DJI,Matrice 400,9,100.0,90.77555555555556,26.981111111111108,45.0,7952.62,96005.56,81589.33,0.6153846153372781,0.99999999999,0.6863500698697451,0.6036899749815726,0.46619217082483755,0.6071990765551591,70.45158302188375
DRN-0547,Custom,PX4 Surveyor X8,7,100.0,87.4057142857143,29.381428571428568,11.3,1489.54,88515.64,79620.41,0.4615384615029586,0.99999999999,0.5717685918103546,0.5895467972517836,0.8659549228960147,0.92642768200819,70.19761399851606
DRN-0362,Custom,ArduPilot Agro Hexa,6,83.33333333333334,93.03333333333335,34.07,0.0,0.0,96838.59,89873.43000000001,0.3846153845857988,0.833333333325,0.7631191204546149,0.6631964549966799,1.0,1.0,70.1594338545228
DRN-0117,Custom,ArduPilot Agro Hexa,8,100.0,90.395,12.14625,16.0,2048.88,66844.91,59021.979999999996,0.5384615384201183,0.99999999999,0.6734104046013799,0.44158382443185296,0.81020166073772,0.8988004008706985,69.99038962964141
DRN-0456,Custom,ArduPilot Agro Hexa,7,100.0,88.08428571428571,26.044285714285714,17.1,1999.38,90925.34,81255.56,0.4615384615029586,0.99999999999,0.5948414047497745,0.6012924329631707,0.7971530249134382,0.9012453367170635,69.96468820055371
DRN-0579,Autel,EVO II Enterprise V3,7,100.0,91.70285714285714,36.075714285714284,18.5,2324.04,76189.35,69330.66,0.4615384615029586,0.99999999999,0.7178802156456736,0.5156332999816576,0.7805456702279888,0.8852095211235105,69.85083507953966
DRN-0729,DJI,Mavic 3 Enterprise,8,100.0,90.8025,37.2675,61.9,10701.89,118677.67,108553.73,0.5384615384201183,0.99999999999,0.6872662359507897,0.7973810856296043,0.2657176749790544,0.4714053639423099,69.732357281609
DRN-0148,Custom,ArduPilot Agro Hexa,5,100.0,90.714,33.456,3.3,2591.13,90600.91,84205.42,0.30769230766863903,0.99999999999,0.6842570554000592,0.6224819146373858,0.9608540925271547,0.872017240008245,69.37442894052735
DRN-0218,Autel,EVO II Enterprise V3,6,100.0,90.085,32.461666666666666,7.9,1350.19,80716.41,74620.73000000001,0.3846153845857988,0.99999999999,0.662869772163792,0.5536330156699665,0.9062870699892492,0.9333105468605328,69.36051494444634
DRN-0491,Custom,PX4 Surveyor X8,6,100.0,90.185,13.775,11.9,4054.9,89516.5,81797.39,0.3846153845857988,0.99999999999,0.6662699761759174,0.6051845149113106,0.8588374851736793,0.7997177704358456,69.30008825917596
DRN-0462,Autel,EVO II Enterprise V3,7,85.71428571428571,89.9742857142857,24.794285714285714,9.9,1353.86,94527.12,87631.04000000001,0.4615384615029586,0.8571428571342856,0.6591052605789389,0.6470888831758332,0.8825622775814642,0.9331292758593983,69.2866586932435
DRN-0658,DJI,Mavic 3 Enterprise,5,100.0,91.63399999999999,46.751999999999995,0.0,0.0,78435.06999999999,73030.3,0.30769230766863903,0.99999999999,0.7155389323116099,0.5422086133799859,1.0,1.0,69.26956394373984
DRN-0303,DJI,Mavic 3 Enterprise,6,100.0,94.93333333333334,29.338333333333335,2.8,2113.38,59976.14,53403.6,0.3846153845857988,0.99999999999,0.8277229966849919,0.40122578708473267,0.966785290629101,0.8956145753739198,69.2016710895251
DRN-0119,DJI,Mavic 3 Enterprise,7,100.0,92.72285714285715,34.56142857142857,1.5,2553.67,53458.52,44933.63,0.4615384615029586,0.99999999999,0.7525622965693501,0.34038416270386346,0.9822064056941613,0.8738674884285447,68.82598073902582
DRN-0290,DJI,Mavic 3 Enterprise,6,100.0,88.24666666666667,22.006666666666664,1.6,2287.8,77218.43,72972.87,0.3846153845857988,0.99999999999,0.6003626884075588,0.5417960812826829,0.981020166073772,0.8869995105189099,68.70194577949427
DRN-0231,Autel,Autel Alpha,6,83.33333333333334,94.16000000000001,11.378333333333332,10.600000000000001,3324.85,95855.06,90170.57,0.3846153845857988,0.833333333325,0.8014280856578913,0.6653308758114563,0.8742586002387395,0.835776869721478,68.69822709986225
DRN-0341,Custom,PX4 Surveyor X8,6,100.0,89.70666666666666,21.93166666666667,21.6,3147.6000000000004,91355.73,83283.31999999999,0.3846153845857988,0.99999999999,0.6500056669845854,0.6158582711248822,0.7437722419959221,0.8445317157571993,68.34301604040662
DRN-0524,DJI,Mavic 3 Enterprise,9,88.88888888888889,92.46444444444445,34.443333333333335,39.2,8614.86,86004.18000000001,76094.73,0.6153846153372781,0.88888888888,0.7437757376300808,0.5642210761161546,0.534994068807414,0.57448929241583,68.27028234235955
DRN-0515,Custom,ArduPilot Long-Range VTOL,6,100.0,87.98166666666667,10.828333333333333,0.0,0.0,81053.46,64906.21,0.3846153845857988,0.99999999999,0.5913521477754272,0.4838515197637894,1.0,1.0,68.16269722630217
DRN-0223,DJI,Matrice 400,7,100.0,88.86714285714287,16.711428571428574,24.6,3377.54,82012.3,73705.38,0.4615384615029586,0.99999999999,0.6214601447304116,0.5470578588657476,0.7081850533842445,0.8331743713427917,68.0492432761515
DRN-0243,Custom,ArduPilot Agro Hexa,4,100.0,92.09,12.572499999999998,0.0,0.0,81030.31,76265.7,0.2307692307514793,0.99999999999,0.731043862606901,0.5654491905628879,1.0,1.0,68.04387251889825
DRN-0527,DJI,Matrice 400,4,100.0,94.5025,15.825,0.0,0.0,71611.70999999999,67560.29000000001,0.2307692307514793,0.99999999999,0.8130737843994194,0.5029163497970455,1.0,1.0,68.02366453046919
DRN-0107,DJI,Mavic 3 Enterprise,7,85.71428571428571,90.47428571428573,42.33428571428571,10.1,2267.21,86998.24,78780.66,0.4615384615029586,0.8571428571342856,0.6761062806395655,0.5835146915803544,0.8801897983406858,0.8880165050457111,68.0209015157671
